name,RA,Dec,vmag,epoch,epoch_uncertainty,period,period_uncertainty,duration,comments,depth
"Kepler-955 b",19:13:53.16,+40:16:11.34,14.7,2454973.72511500,0.001028,14.53243361000,1.14e-06,3.49,,1.4
"Kepler-956 b",19:30:07.40,+49:03:41.96,13.4,2454968.51595200,0.000758,5.24866995000,8.5e-07,2.16,,0.63
"Kepler-957 b",19:20:37.53,+48:49:08.30,15.8,2454966.93452300,0.00034,5.90741389000,3.9e-07,1.35,,5.7
"Kepler-958 b",19:09:01.60,+46:04:00.21,13.9,2454972.43857900,0.000937,9.76787254000,1.05e-06,2.25,,0.60
"Kepler-959 b",19:28:41.08,+40:48:40.99,12.6,2454965.82005000,0.00046764,14.80081529790,8.6075e-06,5.67,,0.50
"Kepler-95 b",18:57:55.78,+44:23:52.41,12.4,2454964.96868200,0.000811,11.52307584000,9.1e-07,4.11,,0.50
"Kepler-960 b",18:45:49.73,+46:44:47.59,14.1,2454966.72471700,0.000484,3.12686239000,5.4e-07,1.48,,0.80
"Kepler-961 b",18:48:08.52,+43:37:52.50,14.2,2454971.64750100,0.001346,16.87728598000,1.5e-06,3.98,,0.84
"Kepler-962 b",19:41:15.17,+46:14:15.01,13.7,2454956.35768300,0.001372,12.05707387000,1.55e-06,2.56,,0.54
"Kepler-963 b",19:47:00.71,+45:02:27.98,15.1,2454964.76796600,0.001477,9.97683018000,1.66e-06,3.57,,0.95
"Kepler-963 c",19:47:00.71,+45:02:27.98,15.1,2454832.90100000,0.003,0.91978300000,3e-06,1.40,,0.03
"Kepler-964 b",19:41:12.02,+40:33:23.69,14.1,2454975.18283400,0.001334,13.52251625000,1.47e-06,4.20,,0.66
"Kepler-965 b",19:54:03.68,+41:53:28.43,13.5,2455015.70755400,0.002348,134.25221540000,2.75e-06,9.19,,0.86
"Kepler-966 b",19:49:04.94,+50:07:18.61,14.7,2455041.39413400,0.003564,99.74707382000,4.72e-06,6.51,,1.3
"Kepler-967 b",19:06:13.92,+38:24:18.87,14.7,2454975.20395600,0.001841,13.22711406000,2.09e-06,3.45,,0.85
"Kepler-967 c",19:06:13.92,+38:24:18.87,14.7,2454989.51876700,0.004655,198.71038606000,5.13e-06,8.45,,2.2
"Kepler-968 b",19:02:24.62,+50:06:43.34,14.6,2454965.73795400,0.001019,3.69298042000,1.19e-06,2.00,,0.79
"Kepler-968 c",19:02:24.62,+50:06:43.34,14.6,2454970.12367500,0.002008,5.70940397000,2.37e-06,1.86,,0.63
"Kepler-969 b",19:13:29.40,+47:56:00.83,13.9,2454970.79115200,0.001814,34.17314028000,2.01e-06,4.65,,0.62
"Kepler-969 c",19:13:29.40,+47:56:00.83,13.9,2454964.96803000,0.0014,1.68293460400,2.933e-06,1.87,,0.15
"Kepler-96 b",19:48:16.76,+40:31:30.73,10.6,2455004.02020000,8.997e-05,16.23845930580,1.8934e-06,3.82,,0.64
"Kepler-970 b",19:18:30.05,+40:42:31.45,15.2,2454976.13233400,0.001434,16.73650543000,1.63e-06,2.22,,1.3
"Kepler-971 b",18:56:22.70,+41:10:58.13,13.5,2454956.09243400,0.001641,9.59068637000,1.85e-06,3.89,,0.58
"Kepler-972 b",19:43:18.88,+43:25:31.57,15.1,2454966.84979800,0.002519,7.03937093000,2.91e-06,3.00,,0.97
"Kepler-973 b",19:20:39.68,+49:55:25.73,13.5,2454971.41390400,0.002121,49.60777992000,2.45e-06,3.15,,0.64
"Kepler-974 b",19:00:03.15,+40:13:15.44,15.3,2454967.13321000,0.001146,4.19450074000,1.3e-06,1.96,,0.74
"Kepler-975 b",19:22:11.64,+38:29:42.87,14.6,2454964.94764900,0.001346,1.97034055000,1.51e-06,1.95,,0.42
"Kepler-975 c",19:22:11.64,+38:29:42.87,14.6,2454968.70162800,0.000912,5.05821503000,1.04e-06,1.20,,0.77
"Kepler-976 b",19:19:28.71,+46:43:46.87,15.9,2455015.05158200,0.000944,105.95673310000,1.08e-06,7.11,,2.4
"Kepler-977 b",19:26:03.89,+42:14:53.06,14.8,2454976.31090600,0.002692,26.85330872000,3.1e-06,4.67,,1.0
"Kepler-978 b",19:06:50.57,+43:02:36.09,13.5,2454970.10192900,0.006582,49.62206499000,7.53e-06,6.69,,0.49
"Kepler-979 b",20:01:29.09,+46:24:29.47,14.9,2454971.73591900,0.001367,8.08801581000,1.57e-06,2.03,,1.0
"Kepler-97 b",19:09:18.37,+48:40:24.04,13.0,2454955.69617500,0.001003,2.58664041000,1.16e-06,2.57,,0.22
"Kepler-980 b",19:38:27.12,+45:03:36.63,14.2,2454967.90941900,0.002507,11.55102554000,2.82e-06,3.53,,0.41
"Kepler-981 b",19:16:59.74,+47:39:00.41,14.9,2454964.84219500,0.001387,4.46976519000,1.57e-06,2.10,,0.58
"Kepler-982 b",19:13:40.24,+46:35:25.63,13.1,2454954.75925500,0.002213,15.77380147000,2.61e-06,5.15,,0.33
"Kepler-983 b",19:00:25.01,+45:00:29.07,14.1,2454986.25583000,0.003486,60.08551884000,4.12e-06,7.04,,0.43
"Kepler-984 b",19:47:50.13,+46:23:38.64,13.6,2454970.68674100,0.006453,43.03468497000,8e-06,6.22,,0.53
"Kepler-985 b",19:20:34.64,+44:02:59.57,14.9,2455006.68192800,0.005181,116.33178505000,5.8e-06,7.36,,2.0
"Kepler-986 b",19:32:22.57,+42:53:47.20,13.7,2454984.40969500,0.001937,56.43504953000,2.22e-06,4.93,,0.57
"Kepler-987 b",19:17:38.65,+46:07:51.04,15.2,2455040.17273400,0.003447,105.30323470000,3.55e-06,6.32,,1.4
"Kepler-988 b",19:22:49.98,+42:14:14.01,15.6,2454970.50852800,0.001382,17.76076016000,1.56e-06,1.85,,1.4
"Kepler-989 b",18:46:19.87,+47:14:00.48,14.7,2454969.81598100,0.001091,7.96432425000,1.24e-06,1.75,,0.83
"Kepler-98 b",19:02:38.81,+37:57:52.44,13.0,2454954.21085100,0.000618,1.54167548000,7.2e-07,2.20,,0.30
"Kepler-990 b",19:51:45.16,+46:52:52.75,14.7,2454968.14346700,0.002628,9.91720662000,3.08e-06,3.33,,0.46
"Kepler-990 c",19:51:45.16,+46:52:52.75,14.7,2454964.64931000,0.001,0.53835430800,6.75e-07,1.48,,0.20
"Kepler-991 b",19:48:21.73,+49:37:35.35,15.6,2455042.13347000,0.010968,82.53460678000,1.206e-05,4.96,,1.8
"Kepler-992 b",18:57:43.30,+47:38:29.98,13.6,2454957.18274300,0.002225,20.16034540000,2.57e-06,3.80,,0.33
"Kepler-993 b",19:30:27.39,+44:23:40.79,16.6,2455189.08834000,0.001571,22.08555894000,1.68e-06,2.38,,3.3
"Kepler-994 b",19:16:17.30,+47:24:24.90,15.0,2454966.23174000,0.0003956,1.15116661260,5.485e-07,1.19,,0.61
"Kepler-995 b",18:58:27.77,+39:07:51.59,15.2,2454973.92179200,0.002228,28.26737506000,2.59e-06,4.58,,1.2
"Kepler-996 b",19:27:39.06,+41:32:00.92,14.7,2454966.39101300,0.002681,3.77058174000,2.98e-06,2.36,,0.31
"Kepler-997 b",19:16:56.01,+49:56:20.02,11.5,2454954.60176700,0.002752,2.70729361000,3.1e-06,3.61,,0.07
"Kepler-998 b",19:47:01.00,+49:12:31.35,14.5,2454964.71359900,0.002454,5.65376987000,2.72e-06,2.28,,0.41
"Kepler-999 b",19:58:38.52,+46:11:54.48,12.4,2454957.89732800,0.00145,5.99187235000,1.63e-06,1.95,,0.18
"Kepler-99 b",19:49:24.96,+41:18:00.16,13.2,2454968.01159700,0.000658,4.60357337000,7.4e-07,2.65,,0.45
"Kepler-9 b",19:02:17.76,+38:24:02.95,13.9,2455015.54360000,0.000171,19.27082584300,4.182e-06,4.13,,6.7
"Kepler-9 c",19:02:17.76,+38:24:02.95,13.9,2455008.42584700,0.000277,38.90787517000,1.358e-05,4.53,,6.2
"Kepler-9 d",19:02:17.76,+38:24:02.95,13.9,2455015.08924000,0.00109,1.59295975000,2.294e-06,1.93,,0.25
"KIC 10525077 b",19:09:30.75,+47:46:16.15,15.6,2455168.23600000,0.012,854.08300000000,0.01697,23.86,"Duration estimated. ",2.5
"KIC 3558849 b",19:39:47.96,+38:36:18.67,14.3,2455112.92000000,0.44000000,1322.30000000000,386.10000000000,18.00,"Duration estimated. ",4.0
"KIC 5437945 b",19:13:53.98,+40:39:04.63,13.8,2454972.35350000,0.00167,440.78437550000,0.0009208,21.69,,2.6
"KIC 8540376 b",18:49:30.61,+44:41:40.45,14.4,2456353.29200000,0.006,31.80990000000,0.00933,6.57,"Duration estimated. ",0.90
"KIC 8540376 c",18:49:30.61,+44:41:40.45,14.4,2456349.91100000,0.02,75.20000000000,38.90000000000,4.76,"Duration estimated. ",0.32
"KIC 9663113 b",19:48:10.90,+46:19:43.20,14.0,2455139.50600000,0.004,572.38470000000,0.00583000000,23.16,,1.7
"KOI-1257 b",19:24:54.02,+44:55:38.25,14.8,2455006.79447500,0.000423,86.64766384000,4.3e-07,4.34,,8.2
"KOI-12 b",19:49:48.90,+41:00:39.67,11.5,2454979.59635000,2.88e-05,17.85522584370,6.438e-07,7.43,,9.1
"KOI-13 b",19:07:53.13,+46:52:05.69,9.8,2454953.56598000,3.85e-06,1.76358747370,8.8e-09,3.17,,4.6
"KOI-142 b",19:24:35.54,+40:40:09.89,13.2,2454966.00922700,0.000349,10.91610834200,4.875e-06,3.65,,1.5
KOI-1599.01,19:53:29.72,+40:37:06.41,14.8,2454973.12649400,0.020705,20.40857074000,2.356e-05,6.64,,0.49
KOI-1599.02,19:53:29.72,+40:37:06.41,14.8,2454973.93263000,0.0068,13.61645470000,0.0001053,5.17,,0.38
KOI-1783.01,19:17:21.95,+46:59:17.36,14.0,2455002.28235500,0.003297,134.47850876000,3.69e-06,5.50,,4.2
KOI-1783.02,19:17:21.95,+46:59:17.36,14.0,2455033.83937000,0.00267,284.06095300000,0.00119,7.79,,1.7
"KOI-1831 d",19:05:53.15,+49:38:56.74,14.2,2454981.80509000,0.00037,34.20578500000,1.5e-05,4.49,,0.20
"KOI-1833 d",19:02:24.62,+50:06:43.34,14.6,2454966.36015700,0.000967,7.68433241000,1.13e-06,1.50,,1.1
KOI-1843.03,19:00:03.15,+40:13:15.44,15.3,2454964.55230000,0.0009,0.17689130000,2e-07,0.65,,0.15
"KOI-217 b",19:39:27.71,+46:17:08.93,15.3,2454966.41537700,5.7e-05,3.90508194000,6e-08,2.94,,22.6
KOI-2513.01,19:34:40.53,+46:22:45.24,14.9,2454977.15652800,0.003686,19.00535884000,3.86e-06,1.76,,0.66
"KOI-3503 b",19:32:36.18,+41:43:44.95,13.8,2454981.80960000,0.0155,21.18758460000,0.0004476,2.78,,0.08
"KOI-3503 c",19:32:36.18,+41:43:44.95,13.8,2454977.52890000,0.0177,31.82453040000,0.0007928,4.17,,0.08
"KOI-351 b",18:57:44.03,+49:18:18.45,13.9,2454970.69060000,0.0017,7.00815100000,1.9e-05,3.99,,0.12
"KOI-351 c",18:57:44.03,+49:18:18.45,13.9,2454972.56870000,0.0023,8.71937500000,2.7e-05,4.41,,0.16
"KOI-351 d",18:57:44.03,+49:18:18.45,13.9,2454991.96010800,0.005102,59.73721246000,7.08e-06,8.09,,0.59
"KOI-351 e",18:57:44.03,+49:18:18.45,13.9,2454967.30767800,0.007835,91.93933735000,9.5e-06,9.01,,0.47
"KOI-351 f",18:57:44.03,+49:18:18.45,13.9,2455087.71013000,0.00334513,124.91349729000,0.0003779737,10.94,,0.50
"KOI-351 g",18:57:44.03,+49:18:18.45,13.9,2454980.09151000,3.923e-05,210.59334066000,0.0001812946,12.59,,4.2
"KOI-351 h",18:57:44.03,+49:18:18.45,13.9,2454973.49892900,0.000586,331.59727320000,0.0002459,14.40,,8.3
"KOI-3680 b",19:33:07.57,+45:18:34.77,14.6,2455089.20297000,0.002472,141.24174303000,2.34e-06,6.58,,13.8
KOI-4777.01,19:09:02.92,+42:01:56.01,16.4,2454965.21900000,0.002,0.41200000000,1e-06,0.73,,0.18
"KOI-4978 b",19:06:21.78,+38:33:29.88,15.6,2454833.09900000,0.003,0.94196700000,3e-06,2.20,,0.04
"KOI-7368 b",19:35:47.43,+48:03:54.93,13.0,2454970.04630000,0.0014,6.84303440000,1.25e-05,2.79,,1.7
"KOI-7913 b",19:06:59.65,+45:09:31.40,14.2,2454987.51210000,0.0063,24.27855300000,0.000263,4.39,,0.71
"KOI-94 b",19:49:19.94,+41:53:28.03,12.3,2454964.61938800,0.004372,3.74316827000,4.68e-06,4.14,,0.14
"KOI-94 c",19:49:19.94,+41:53:28.03,12.3,2454971.00807500,0.001255,10.42368297000,1.34e-06,5.47,,0.79
"KOI-94 d",19:49:19.94,+41:53:28.03,12.3,2454965.73888900,0.000257,22.34296949000,2.7e-07,6.70,,5.7
"KOI-94 e",19:49:19.94,+41:53:28.03,12.3,2454994.23747000,0.00052934,54.32009166560,3.06652e-05,8.47,,2.0
"KOI-984 b",19:24:11.75,+36:50:24.28,12.8,2455095.06295100,0.000215,4.28745547300,1.254e-06,1.49,,1.0
"KPS-1 b",11:00:40.13,+64:57:49.84,13.0,2459632.74504200,0.0003659,1.70632640000,1.1e-06,1.36,,11.0
"L 168-9 b",23:20:06.86,-60:03:56.63,11.0,2459082.85679000,0.00041000,1.40152604000,8.2e-07,1.02,,0.59
"L 98-59 b",08:18:07.89,-68:18:52.08,11.7,2460035.72830400,0.0006774,2.25311340000,1.5e-06,0.91,,0.67
"L 98-59 c",08:18:07.89,-68:18:52.08,11.7,2460039.15062400,0.0003728,3.69067950000,1.3e-06,1.11,,1.7
"L 98-59 d",08:18:07.89,-68:18:52.08,11.7,2460039.15450300,0.0004444,7.45073050000,3.2e-06,0.47,,1.5
"LHS 1140 b",00:44:59.67,-15:16:26.79,14.2,2458103.08420700,4.3e-05,24.73721000000,1.7e-05,2.15,,5.4
"LHS 1140 c",00:44:59.67,-15:16:26.79,14.2,2458389.29390000,0.0002,3.77794000000,2e-06,1.13,,2.9
"LHS 1478 b",02:57:21.33,+76:33:05.06,13.3,2459767.37310600,0.0012409,1.94954033784,3.24748e-06,0.81,,2.1
"LHS 1678 b",04:32:42.96,-39:47:27.15,12.6,2458998.15553000,0.00071,0.86023250000,0.00000130000,0.80,,0.72
"LHS 1678 c",04:32:42.96,-39:47:27.15,12.6,2458998.45607000,0.00064000,3.69428400000,0.00000480000,1.23,,0.83
"LHS 1678 d",04:32:42.96,-39:47:27.15,12.6,2459000.45806000,0.00090000,4.96522290000,0.00000960000,1.00,,0.63
"LHS 1815 b",06:04:21.60,-55:18:41.54,12.2,2458327.41697900,0.00058986,3.81430089730,4.72511e-06,1.38,,0.46
"LHS 3844 b",22:41:59.09,-69:10:19.59,15.2,2459085.39295000,0.0001,0.46292960000,1e-07,0.52,,4.5
"LHS 475 b",19:20:57.11,-82:33:35.24,13.0,2458626.20429000,0.00022,2.02910100000,1.7e-06,0.72,,1.1
"LP 714-47 b",04:16:45.65,-12:05:05.51,12.5,2459196.11490000,0.00031000,4.05203400000,2e-06,1.56,,5.5
"LP 791-18 b",11:02:45.72,-16:24:23.20,16.9,2458774.86973000,0.00018,0.94799810000,2.1e-06,0.62,,4.2
"LP 791-18 c",11:02:45.72,-16:24:23.20,16.9,2458905.78256000,0.0002,4.98990540000,2.6e-06,1.17,,18.9
"LP 791-18 d",11:02:45.72,-16:24:23.20,16.9,2458772.16211000,0.00082,2.75343600000,1.3e-05,0.92,,2.7
"LP 890-9 b",04:16:31.42,-28:18:56.85,18.0,2459447.82637000,0.00014,2.72990250000,4e-06,0.85,,6.2
"LP 890-9 c",04:16:31.42,-28:18:56.85,18.0,2459520.70598000,0.00031,8.45746300000,2.4e-05,0.96,,6.7
"LTT 1445 A b",03:01:50.99,-16:35:40.18,10.6,2458423.42637800,0.000304,5.35876500000,3e-06,1.39,,1.7
"LTT 1445 A c",03:01:50.99,-16:35:40.18,10.6,2458425.07818200,0.00047200,3.12389800000,3e-06,0.48,,1.6
"LTT 3780 b",10:18:34.78,-11:43:04.08,13.1,2459606.58098000,0.0004,0.76837931000,4.2e-07,0.79,,1.0
"LTT 3780 c",10:18:34.78,-11:43:04.08,13.1,2459600.54227000,0.00066000,12.25228400000,1.3e-05,1.54,,3.4
"LTT 9779 b",23:54:40.53,-37:37:41.61,9.8,2460206.06105900,0.0002447,0.79206460000,2e-07,0.47,,1.5
"Lupus-TR-3 b",15:30:18.59,-42:58:47.81,19.6,2453887.08180000,0.0013,3.91405000000,4e-05,2.56,"Duration estimated. ",10.9
"MASCARA-1 b",21:10:12.37,+10:44:20.03,8.3,2460556.77140800,0.0001536,2.14250950000,9e-07,5.16,,8.0
"MASCARA-4 b",09:50:19.22,-66:06:50.13,8.2,2459358.68850600,7.21e-05,2.82406910000,5e-07,3.81,,9.0
"NGTS-10 b",06:07:29.35,-25:35:41.63,14.5,2457518.84377000,0.00017,0.76689440000,3e-07,1.09,,31.2
"NGTS-11 b",01:34:05.15,-14:25:08.94,12.5,2458390.70545000,0.00092,35.45598400000,7.7e-05,3.59,,9.9
"NGTS-12 b",11:44:59.99,-35:38:26.03,12.4,2458572.85490000,0.0017,7.53280600000,4.8e-05,5.85,,4.7
"NGTS-13 b",11:44:57.66,-38:08:22.98,12.7,2458572.82470000,0.0018,4.11902700000,2.3e-05,5.22,,4.3
"NGTS-14 A b",21:54:04.20,-38:22:38.71,13.3,2460179.09487500,0.0030049,3.53571300000,9.2e-06,2.15,,3.1
"NGTS-15 b",04:53:25.27,-32:48:01.25,14.7,2458405.05580000,0.0007,3.27623000000,1e-05,2.50,,14.2
"NGTS-16 b",03:53:03.34,-30:48:16.71,14.5,2458435.60540000,0.0013,4.84532000000,2e-05,3.06,,12.1
"NGTS-17 b",04:51:36.14,-34:13:34.37,14.4,2458442.52190000,0.0009,3.24253000000,1e-05,3.39,,9.0
"NGTS-18 b",12:02:11.09,-35:32:54.99,14.6,2458564.45060000,0.0007,3.05125000000,1e-05,3.60,,9.4
"NGTS-1 b",05:30:51.41,-36:37:51.53,15.7,2458586.32972000,0.0004,2.64730680000,1.7e-06,1.23,,21.4
"NGTS-20 b",03:05:10.23,-21:56:01.13,11.2,2458432.97980000,0.0025,54.18915000000,0.00015,4.55,,3.7
"NGTS-21 b",20:45:01.99,-35:25:40.23,15.5,2458228.77853000,0.00067,1.54338970000,1.6e-06,1.95,,25.3
"NGTS-23 b",04:41:43.75,-40:02:40.31,14.1,2458431.77134000,0.00048,4.07643260000,4.1e-06,3.92,,11.0
"NGTS-24 b",11:14:15.33,-37:54:36.48,13.2,2458100.62290000,0.0011,3.46787960000,7e-06,2.93,,4.8
"NGTS-25 b",20:29:40.39,-39:01:56.48,14.3,2458204.26373000,0.0005,2.82309300000,3.3e-06,2.47,,15.2
"NGTS-26 b",14:30:43.99,-31:43:56.83,15.0,2457756.83140000,0.0014,4.51992790000,9.2e-06,3.72,,13.6
"NGTS-27 b",13:44:06.37,-32:31:22.71,13.5,2458540.65730000,0.0011,3.37041810000,0.00000590000,4.89,,5.6
"NGTS-2 b",14:20:29.46,-31:12:07.45,10.8,2459351.55300300,0.0003127,4.51112340000,3e-06,4.53,,11.2
"NGTS-30 b",11:34:51.57,-24:36:19.73,12.5,2459287.60000000,0.0014,98.29838000000,0.00010000000,6.13,,10.1
"NGTS-33 b",07:11:20.00,-35:51:01.87,11.6,2459986.40900000,0.0003,2.82797200000,1e-06,2.62,,14.8
"NGTS-3 A b",06:17:46.74,-35:42:22.91,14.7,2457620.16790000,0.00095,1.67537280000,3e-06,2.30,,26.8
"NGTS-4 b",05:58:23.73,-30:48:42.48,13.1,2459227.52707000,0.00111000,1.33735050000,6.8e-06,1.80,,1.2
"NGTS-5 b",14:44:13.98,+05:36:19.34,13.8,2457740.35262000,0.00026,3.35698660000,2.6e-06,2.21,,26.2
"NGTS-6 b",05:03:10.89,-30:23:58.06,14.2,2458712.72373000,0.00024,0.88205850000,3.3e-07,0.58,,11.8
"NGTS-8 b",21:55:54.22,-14:04:06.38,13.7,2457500.17830000,0.00072,2.49970000000,1e-05,2.61,,13.0
"NGTS-9 b",09:27:40.95,-19:20:51.53,12.9,2459272.94753900,0.0014894,4.43528840000,1.28e-05,1.89,,6.4
"OGLE2-TR-L9 b",11:07:55.17,-61:08:46.50,14.7,2454492.79765000,0.00039,2.48553350000,7e-07,3.00,,11.8
"OGLE-TR-10 b",17:51:28.26,-29:52:35.31,16.0,2454262.81822800,0.0003,3.10127800000,4e-06,3.07,,12.1
"OGLE-TR-111 b",10:53:17.79,-61:24:20.51,16.7,2454092.80717000,0.00016,4.01444630000,1e-06,2.68,,16.9
"OGLE-TR-113 b",10:52:24.25,-61:26:48.69,15.8,2454819.73853000,0.00011,1.43247534000,1.5e-07,2.07,,21.0
"OGLE-TR-132 b",10:50:34.58,-61:57:26.09,16.5,2453142.59199000,0.00053,1.68986531000,6.4e-07,2.27,,9.2
"OGLE-TR-182 b",11:09:18.70,-61:05:42.94,16.9,2454270.57440000,0.002,3.97910000000,1e-05,3.39,"Duration estimated. ",10.4
"OGLE-TR-211 b",10:40:14.36,-62:27:19.93,15.4,2453428.33470000,0.003,3.67724000000,3e-05,4.41,,7.2
"OGLE-TR-56 b",17:56:35.50,-29:32:21.48,15.3,2454995.81093000,0.00031,1.21191126000,2.8e-07,2.20,,9.2
"PH1 b",19:52:51.62,+39:57:18.31,13.8,2455074.49000000,0.05200000,138.31700000000,0.04000000000,13.46,"Duration estimated. ",1.1
"PH2 b",19:19:03.27,+51:57:45.66,12.6,2455196.07029500,0.001053,282.52543680000,1.11e-06,10.54,,9.9
"pi Men c",05:37:11.83,-80:27:52.57,5.7,2458820.66245000,0.0003,6.26782930000,5.2e-06,2.97,,0.32
"POTS-1 b",13:34:26.09,-66:34:52.19,17.9,2454231.65488000,0.00044,3.16062960000,1.57e-06,1.89,"Duration estimated. ",27.0
"Qatar-10 b",18:57:46.54,+69:34:15.01,12.9,2459766.54374100,0.0001464,1.64532650000,3e-07,2.59,,19.3
"Qatar-1 b",20:13:31.65,+65:09:44.39,12.7,2457570.34613400,4.2e-05,1.42002429100,4.5e-08,1.66,,21.4
"Qatar-2 b",13:50:37.32,-06:48:14.66,13.4,2457218.11013060,6.3e-06,1.33711644000,3.2e-08,1.81,,33.3
"Qatar-3 b",23:56:36.47,+36:12:46.64,12.9,2457367.65840000,0.0001,2.50789979000,7.5e-07,3.11,,7.9
"Qatar-4 b",00:19:26.23,+44:01:39.35,13.6,2458919.58363000,0.00015,1.80536403000,5.4e-07,2.14,,19.0
"Qatar-5 b",00:28:12.94,+42:03:40.84,12.6,2457593.01599000,0.00014,2.87929997000,7e-07,2.91,,11.3
"Qatar-6 b",14:48:50.42,+22:09:09.41,11.5,2459701.92534200,0.00040413,3.50616494168,3.847073e-05,1.60,,18.4
"Qatar-7 b",23:54:03.63,+37:01:18.57,13.1,2458303.41973300,9.3e-05,2.03202332000,3.3e-07,3.58,,12.3
"Qatar-8 b",10:29:38.96,+70:31:37.50,11.7,2459600.11731900,0.0002187,3.71464780000,1.5e-06,3.83,,12.6
"Qatar-9 b",10:42:59.54,+60:57:50.83,14.0,2459275.48370000,0.00012,1.54077512000,4.5e-07,1.87,,27.3
"SPECULOOS-3 b",20:49:27.18,+33:36:44.58,17.8,2459790.58344000,0.00032,0.71912603000,5.7e-07,0.46,,5.3
"TIC 139270665 b",08:16:08.14,+33:17:29.23,10.4,2459592.36614000,0.00096000,23.62400000000,0.031,5.94,,4.2
"TIC 172900988 b",08:34:38.80,+31:33:14.33,10.1,2458937.50000000,0.5,200.45200000000,0.011,7.79,"Duration estimated. ",4.9
"TIC 237913194 b",01:29:46.99,-60:44:23.67,12.1,2458319.15055000,0.00077,15.16886500000,1.8e-05,2.06,,7.8
"TIC 241249530 b",06:21:14.14,+53:17:42.07,11.9,2458860.80070000,0.0016,165.77190000000,0.00028,11.80,"Duration estimated. ",7.6
"TIC 257060897 b",15:10:07.72,+72:42:37.13,11.8,2458979.84075000,0.00021,3.66003300000,2.2e-06,0.19,,7.7
"TIC 279401253 b",03:50:37.73,-15:01:34.41,11.9,2459151.05500000,0.001,76.80000000000,0.06,7.48,"Duration estimated. ",8.8
"TIC 365102760 b",20:23:21.56,+54:23:39.55,12.2,2458684.14600000,0.011,4.21285367000,7.4e-07,5.52,,0.31
"TIC 393818343 b",20:41:10.01,+03:38:17.87,9.5,2459811.24020000,0.00025000,16.24921000000,0.00011,4.15,,10.6
"TIC 46432937 b",05:35:28.56,-14:35:49.89,14.3,2459952.28894000,3.9e-05,1.44044527000,8.7e-08,1.20,,52.9
"TIC 4672985 b",02:33:52.96,-10:39:26.58,11.5,2458429.85770000,0.00180000,69.04800000000,0.0005,5.24,"Duration estimated. ",7.9
"TOI-1052 b",22:30:02.47,-75:38:47.62,9.5,2458332.94122900,0.00264198,9.13980396599,0.00011087985,3.09,,0.36
"TOI-1062 b",02:32:29.03,-78:01:25.26,10.2,2460177.20042900,0.0013316,4.11505760000,5.6e-06,1.08,,0.49
"TOI-1064 b",19:44:00.94,-47:33:43.31,10.9,2458656.66847800,0.00118521,6.44386574740,1.645013e-05,1.93,,1.1
"TOI-1064 c",19:44:00.94,-47:33:43.31,10.9,2458664.49013200,0.00169618,12.22655951887,2.691618e-05,2.19,,1.2
"TOI-1075 b",20:39:53.09,-65:26:58.92,12.6,2458654.25100000,0.0005,0.60473280000,3.2e-06,1.04,,1.0
"TOI-1107 b",10:22:25.89,-82:13:07.93,10.6,2459336.07364600,0.0001764,4.07823916031,1.74677e-06,4.85,,6.0
"TOI-1130 b",19:05:30.24,-41:26:15.50,11.6,2458866.67520000,0.0013,4.07703900000,2.6e-05,1.84,,2.7
"TOI-1130 c",19:05:30.24,-41:26:15.50,11.6,2458841.60130000,0.00013,8.34984940000,6e-06,2.02,,16.7
"TOI-1135 b",12:53:35.13,+85:07:46.18,9.5,2460466.30871000,0.0001904,8.02773310000,1.6e-06,4.29,,5.7
"TOI-1136 b",12:48:44.38,+64:51:18.99,9.5,2458684.70000000,0.1,4.17278000000,0.00022,2.07,,0.32
"TOI-1136 c",12:48:44.38,+64:51:18.99,9.5,2460366.02651400,0.0017986,6.25860650000,1.03e-05,3.20,,0.81
"TOI-1136 d",12:48:44.38,+64:51:18.99,9.5,2458686.06280000,0.00043,12.51861000000,1.1e-05,4.13,,2.3
"TOI-1136 e",12:48:44.38,+64:51:18.99,9.5,2458697.75580700,0.00257003,18.79554696537,0.00010370967,4.34,,0.47
"TOI-1136 f",12:48:44.38,+64:51:18.99,9.5,2458699.37770000,0.0011,26.31782200000,5.3e-05,5.18,,0.80
"TOI-1136 g",12:48:44.38,+64:51:18.99,9.5,2459423.67050000,0.0033,39.53870000000,0.0035,5.80,,0.57
"TOI-1173 b",13:10:43.94,+70:46:04.84,11.0,2460341.78430500,0.0002984,7.06439780000,1.9e-06,2.42,,8.3
"TOI-1174 b",13:56:52.12,+68:37:05.56,11.0,2459657.03302000,0.0008,8.95348768300,1.0314e-05,3.06,,1.1
"TOI-1180 b",14:18:13.39,+82:11:37.55,11.0,2459950.32735000,0.00049,9.68676037800,6.706e-06,2.75,,1.7
"TOI-1181 b",19:48:51.80,+64:21:15.66,10.6,2458957.82136000,0.00011,2.10319365000,4.1e-07,4.12,,7.1
"TOI-1184 b",18:08:49.08,+60:40:43.62,11.0,2459960.51150000,0.00035,5.74843380300,2.726e-06,1.89,,1.0
"TOI-1194 b",11:11:17.16,+69:57:53.19,11.3,2460367.07216000,0.000337,2.31064280000,9e-07,1.29,,6.9
"TOI-1199 b",11:07:31.36,+61:21:09.26,11.1,2459420.53760000,0.0004,3.67146300000,3e-06,2.15,,4.3
"TOI-1201 b",02:48:59.45,-14:32:14.22,12.3,2458822.84776000,0.00037,2.49197260000,2.4e-06,1.75,,2.1
